position,coverage
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,1
26,2
27,6
28,6
29,6
30,7
31,10
32,10
33,11
34,12
35,13
36,13
37,14
38,15
39,16
40,16
41,16
42,17
43,17
44,17
45,17
46,17
47,17
48,17
49,18
50,18
51,19
52,20
53,20
54,20
55,20
56,20
57,21
58,22
59,25
60,27
61,28
62,28
63,29
64,29
65,31
66,31
67,32
68,32
69,32
70,32
71,32
72,34
73,35
74,36
75,36
76,37
77,38
78,39
79,40
80,41
81,41
82,41
83,41
84,42
85,44
86,45
87,45
88,46
89,46
90,46
91,46
92,47
93,48
94,49
95,49
96,49
97,51
98,53
99,54
100,55
101,56
102,57
103,58
104,58
105,60
106,61
107,62
108,62
109,62
110,62
111,63
112,63
113,63
114,64
115,66
116,67
117,67
118,67
119,68
120,69
121,70
122,71
123,72
124,75
125,75
126,75
127,76
128,77
129,78
130,79
131,83
132,84
133,84
134,85
135,85
136,85
137,85
138,87
139,87
140,87
141,87
142,87
143,87
144,88
145,89
146,89
147,89
148,89
149,90
150,91
151,91
152,92
153,92
154,93
155,94
156,94
157,94
158,94
159,94
160,94
161,95
162,95
163,95
164,95
165,95
166,95
167,95
168,95
169,95
170,95
171,95
172,95
173,96
174,96
175,98
176,97
177,97
178,95
179,96
180,97
181,96
182,94
183,94
184,94
185,95
186,95
187,94
188,94
189,95
190,95
191,95
192,95
193,96
194,96
195,97
196,97
197,97
198,97
199,96
200,96
201,96
202,95
203,94
204,94
205,95
206,95
207,96
208,97
209,96
210,95
211,94
212,93
213,94
214,93
215,94
216,92
217,92
218,92
219,94
220,94
221,94
222,94
223,95
224,95
225,95
226,94
227,93
228,92
229,92
230,93
231,93
232,94
233,96
234,97
235,97
236,98
237,98
238,98
239,98
240,98
241,98
242,96
243,97
244,96
245,96
246,96
247,97
248,98
249,99
250,97
251,98
252,98
253,98
254,99
255,99
256,100
257,100
258,97
259,97
260,97
261,97
262,97
263,97
264,97
265,98
266,98
267,98
268,99
269,101
270,100
271,99
272,99
273,99
274,101
275,101
276,101
277,102
278,102
279,102
280,102
281,102
282,102
283,102
284,102
285,102
286,102
287,102
288,101
289,101
290,100
291,100
292,100
293,99
294,99
295,99
296,99
297,99
298,98
299,96
300,95
301,94
302,94
303,93
304,92
305,91
306,91
307,90
308,90
309,90
310,89
311,89
312,89
313,89
314,88
315,86
316,86
317,86
318,86
319,86
320,86
321,85
322,85
323,85
324,99
325,117
326,126
327,140
328,146
329,152
330,168
331,179
332,194
333,217
334,224
335,239
336,247
337,259
338,267
339,275
340,280
341,288
342,297
343,306
344,320
345,327
346,334
347,346
348,358
349,365
350,377
351,391
352,397
353,405
354,412
355,417
356,418
357,426
358,435
359,447
360,459
361,471
362,483
363,490
364,497
365,501
366,509
367,521
368,536
369,543
370,552
371,555
372,568
373,576
374,587
375,597
376,603
377,606
378,616
379,623
380,634
381,643
382,647
383,656
384,660
385,666
386,676
387,684
388,689
389,695
390,707
391,709
392,716
393,722
394,727
395,736
396,743
397,748
398,751
399,753
400,761
401,776
402,785
403,791
404,791
405,792
406,796
407,801
408,808
409,815
410,824
411,834
412,835
413,844
414,849
415,854
416,857
417,864
418,868
419,870
420,869
421,881
422,886
423,893
424,897
425,904
426,905
427,910
428,912
429,914
430,913
431,916
432,927
433,938
434,949
435,953
436,958
437,959
438,963
439,966
440,972
441,978
442,981
443,983
444,987
445,996
446,999
447,1005
448,1007
449,1013
450,1017
451,1028
452,1033
453,1039
454,1042
455,1046
456,1053
457,1054
458,1055
459,1057
460,1058
461,1065
462,1068
463,1070
464,1071
465,1076
466,1083
467,1087
468,1091
469,1093
470,1099
471,1104
472,1107
473,1109
474,1113
475,1108
476,1098
477,1098
478,1090
479,1089
480,1092
481,1086
482,1082
483,1076
484,1070
485,1074
486,1066
487,1061
488,1061
489,1058
490,1055
491,1060
492,1065
493,1063
494,1060
495,1055
496,1054
497,1056
498,1055
499,1049
500,1051
501,1050
502,1049
503,1057
504,1056
505,1059
506,1063
507,1063
508,1061
509,1057
510,1056
511,1052
512,1049
513,1046
514,1042
