position,coverage
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,1
26,1
27,1
28,1
29,1
30,1
31,2
32,2
33,4
34,4
35,6
36,8
37,8
38,9
39,9
40,9
41,9
42,9
43,10
44,10
45,10
46,10
47,10
48,10
49,10
50,10
51,11
52,12
53,13
54,14
55,14
56,14
57,14
58,14
59,14
60,16
61,16
62,16
63,16
64,16
65,16
66,16
67,18
68,19
69,20
70,21
71,21
72,22
73,22
74,22
75,22
76,22
77,22
78,22
79,22
80,22
81,22
82,22
83,22
84,22
85,22
86,23
87,25
88,25
89,25
90,25
91,25
92,25
93,26
94,26
95,26
96,26
97,26
98,26
99,27
100,28
101,28
102,28
103,28
104,29
105,31
106,31
107,31
108,31
109,31
110,31
111,32
112,32
113,32
114,32
115,32
116,32
117,32
118,32
119,32
120,33
121,33
122,33
123,33
124,33
125,33
126,34
127,34
128,34
129,34
130,34
131,34
132,34
133,34
134,34
135,34
136,34
137,34
138,34
139,35
140,35
141,35
142,35
143,35
144,35
145,35
146,35
147,35
148,35
149,36
150,36
151,36
152,36
153,36
154,36
155,36
156,36
157,36
158,36
159,36
160,36
161,36
162,36
163,36
164,36
165,36
166,36
167,36
168,36
169,36
170,36
171,36
172,36
173,36
174,36
175,36
176,36
177,36
178,36
179,36
180,36
181,36
182,36
183,36
184,36
185,36
186,36
187,36
188,36
189,36
190,36
191,36
192,36
193,36
194,36
195,36
196,36
197,36
198,36
199,36
200,36
201,36
202,36
203,36
204,36
205,36
206,36
207,36
208,36
209,36
210,36
211,36
212,36
213,36
214,36
215,36
216,36
217,36
218,36
219,36
220,36
221,36
222,36
223,36
224,36
225,36
226,36
227,36
228,36
229,36
230,36
231,36
232,36
233,36
234,36
235,36
236,36
237,36
238,36
239,36
240,36
241,36
242,36
243,36
244,36
245,36
246,36
247,36
248,36
249,36
250,36
251,36
252,36
253,36
254,36
255,36
256,36
257,36
258,36
259,36
260,36
261,36
262,36
263,36
264,36
265,36
266,36
267,36
268,36
269,36
270,36
271,36
272,36
273,36
274,36
275,36
276,36
277,36
278,36
279,36
280,36
281,36
282,36
283,36
284,36
285,36
286,36
287,36
288,36
289,36
290,36
291,35
292,35
293,35
294,35
295,35
296,35
297,35
298,35
299,35
300,35
301,35
302,35
303,35
304,35
305,35
306,35
307,35
308,35
309,35
310,35
311,35
312,35
313,35
314,35
315,35
316,35
317,35
318,35
319,35
320,35
321,35
322,35
323,35
324,40
325,51
326,58
327,66
328,73
329,77
330,85
331,92
332,106
333,116
334,130
335,141
336,143
337,148
338,160
339,167
340,178
341,182
342,187
343,193
344,199
345,203
346,213
347,218
348,229
349,235
350,241
351,251
352,256
353,265
354,271
355,276
356,281
357,290
358,301
359,310
360,316
361,321
362,327
363,331
364,334
365,338
366,346
367,350
368,354
369,359
370,363
371,369
372,376
373,386
374,390
375,401
376,407
377,409
378,419
379,423
380,427
381,435
382,441
383,443
384,447
385,453
386,457
387,460
388,464
389,469
390,471
391,478
392,483
393,489
394,491
395,495
396,499
397,505
398,506
399,511
400,513
401,515
402,519
403,523
404,525
405,528
406,532
407,534
408,534
409,533
410,538
411,542
412,543
413,545
414,544
415,552
416,554
417,557
418,559
419,563
420,565
421,567
422,571
423,575
424,580
425,582
426,581
427,585
428,588
429,591
430,591
431,596
432,597
433,599
434,599
435,602
436,603
437,605
438,607
439,608
440,610
441,613
442,616
443,619
444,619
445,620
446,622
447,625
448,626
449,627
450,631
451,631
452,631
453,632
454,632
455,633
456,635
457,636
458,637
459,637
460,638
461,638
462,640
463,640
464,641
465,641
466,641
467,641
468,641
469,641
470,641
471,641
472,641
473,641
474,641
475,641
476,641
477,641
478,641
479,641
480,641
481,641
482,641
483,641
484,641
485,641
486,641
487,641
488,641
489,641
490,641
491,641
492,641
493,641
494,641
495,641
496,641
497,641
498,641
499,641
500,641
501,641
502,641
503,641
504,641
505,641
506,641
507,641
508,641
509,641
510,641
511,641
512,641
513,641
514,641
515,641
516,641
517,641
518,641
519,641
520,641
521,641
522,641
523,641
524,641
525,641
526,641
527,641
528,641
529,641
530,641
531,641
