position,coverage
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,1
28,1
29,1
30,2
31,6
32,6
33,8
34,8
35,8
36,8
37,9
38,9
39,9
40,10
41,10
42,10
43,10
44,10
45,10
46,10
47,10
48,10
49,11
50,12
51,13
52,13
53,14
54,14
55,14
56,14
57,14
58,15
59,16
60,19
61,20
62,21
63,21
64,21
65,24
66,24
67,24
68,24
69,25
70,27
71,27
72,29
73,29
74,30
75,32
76,32
77,32
78,32
79,32
80,32
81,32
82,32
83,34
84,34
85,36
86,36
87,36
88,37
89,37
90,37
91,37
92,37
93,37
94,37
95,38
96,38
97,38
98,40
99,41
100,42
101,42
102,43
103,44
104,44
105,45
106,45
107,45
108,46
109,46
110,47
111,48
112,48
113,49
114,49
115,49
116,49
117,49
118,51
119,51
120,51
121,51
122,51
123,51
124,52
125,52
126,52
127,52
128,52
129,52
130,52
131,52
132,52
133,52
134,52
135,53
136,53
137,54
138,55
139,55
140,55
141,55
142,55
143,55
144,56
145,56
146,57
147,57
148,57
149,57
150,57
151,57
152,57
153,57
154,57
155,57
156,57
157,57
158,57
159,57
160,57
161,57
162,57
163,57
164,57
165,57
166,57
167,57
168,57
169,57
170,58
171,58
172,58
173,58
174,58
175,58
176,58
177,58
178,58
179,58
180,58
181,58
182,58
183,58
184,58
185,58
186,58
187,58
188,58
189,58
190,58
191,58
192,58
193,58
194,58
195,58
196,58
197,58
198,58
199,58
200,58
201,58
202,58
203,58
204,58
205,58
206,58
207,58
208,58
209,58
210,58
211,58
212,58
213,58
214,58
215,58
216,58
217,58
218,58
219,58
220,58
221,58
222,58
223,58
224,58
225,58
226,58
227,58
228,58
229,58
230,58
231,58
232,58
233,58
234,58
235,58
236,58
237,58
238,58
239,58
240,58
241,58
242,58
243,58
244,58
245,58
246,58
247,58
248,58
249,58
250,58
251,58
252,58
253,58
254,58
255,58
256,58
257,58
258,58
259,58
260,58
261,58
262,58
263,58
264,58
265,58
266,58
267,58
268,58
269,58
270,58
271,58
272,58
273,58
274,58
275,58
276,58
277,58
278,58
279,58
280,58
281,58
282,58
283,58
284,58
285,58
286,58
287,58
288,58
289,58
290,58
291,58
292,58
293,58
294,58
295,58
296,58
297,58
298,58
299,58
300,58
301,58
302,58
303,58
304,58
305,58
306,58
307,57
308,56
309,56
310,55
311,55
312,55
313,55
314,55
315,54
316,54
317,54
318,54
319,54
320,54
321,54
322,54
323,54
324,61
325,66
326,71
327,75
328,80
329,84
330,90
331,96
332,101
333,107
334,112
335,114
336,118
337,123
338,128
339,131
340,135
341,137
342,141
343,144
344,150
345,154
346,158
347,162
348,164
349,169
350,174
351,176
352,180
353,183
354,187
355,189
356,193
357,199
358,203
359,205
360,208
361,212
362,212
363,214
364,218
365,224
366,229
367,233
368,234
369,236
370,240
371,244
372,246
373,249
374,251
375,252
376,258
377,259
378,262
379,265
380,270
381,273
382,275
383,277
384,280
385,279
386,283
387,288
388,291
389,291
390,292
391,295
392,297
393,297
394,297
395,298
396,301
397,302
398,303
399,304
400,305
401,309
402,314
403,316
404,319
405,322
406,326
407,326
408,330
409,334
410,335
411,335
412,335
413,335
414,337
415,338
416,337
417,339
418,336
419,338
420,338
421,339
422,340
423,344
424,346
425,349
426,352
427,352
428,353
429,353
430,353
431,356
432,359
433,360
434,363
435,365
436,367
437,367
438,368
439,370
440,370
441,373
442,374
443,376
444,377
445,380
446,380
447,380
448,384
449,386
450,386
451,388
452,388
453,389
454,392
455,392
456,393
457,393
458,393
459,394
460,395
461,395
462,396
463,396
464,396
465,397
466,398
467,398
468,399
469,399
470,399
471,399
472,399
473,399
474,399
475,399
476,399
477,399
478,399
479,399
480,399
481,399
482,399
483,399
484,399
485,399
486,399
487,399
488,399
489,399
490,399
491,399
492,399
493,399
494,399
495,399
496,399
497,399
498,399
499,399
500,399
501,399
502,399
503,399
504,399
505,399
506,399
507,399
508,399
509,399
510,399
511,399
512,399
513,399
514,399
515,399
516,399
517,399
518,399
519,399
520,399
521,399
522,399
523,399
524,399
525,399
526,399
527,399
528,399
529,399
530,399
531,399
