position,coverage
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,1
32,2
33,2
34,3
35,3
36,3
37,3
38,3
39,3
40,3
41,3
42,4
43,4
44,4
45,4
46,4
47,4
48,4
49,4
50,4
51,4
52,4
53,4
54,4
55,4
56,4
57,4
58,4
59,5
60,5
61,5
62,5
63,5
64,5
65,5
66,5
67,5
68,5
69,6
70,6
71,6
72,6
73,6
74,6
75,6
76,6
77,6
78,6
79,6
80,6
81,6
82,6
83,6
84,6
85,6
86,6
87,6
88,6
89,6
90,6
91,6
92,6
93,6
94,6
95,6
96,6
97,6
98,6
99,6
100,6
101,6
102,6
103,6
104,6
105,7
106,7
107,7
108,7
109,7
110,7
111,7
112,7
113,7
114,7
115,7
116,7
117,7
118,7
119,7
120,7
121,7
122,7
123,7
124,7
125,7
126,7
127,7
128,7
129,7
130,7
131,7
132,7
133,7
134,7
135,7
136,7
137,7
138,7
139,7
140,7
141,7
142,7
143,7
144,7
145,7
146,7
147,7
148,7
149,7
150,7
151,7
152,7
153,7
154,7
155,7
156,7
157,7
158,7
159,7
160,7
161,7
162,7
163,7
164,7
165,7
166,7
167,7
168,7
169,7
170,7
171,7
172,8
173,8
174,8
175,8
176,8
177,9
178,9
179,9
180,9
181,9
182,9
183,9
184,9
185,9
186,9
187,9
188,9
189,9
190,9
191,9
192,9
193,9
194,9
195,9
196,9
197,9
198,9
199,9
200,9
201,9
202,9
203,9
204,9
205,9
206,9
207,9
208,9
209,9
210,9
211,9
212,9
213,9
214,9
215,9
216,9
217,10
218,10
219,10
220,10
221,10
222,9
223,9
224,9
225,9
226,9
227,9
228,9
229,9
230,9
231,8
232,8
233,8
234,8
235,8
236,8
237,8
238,8
239,7
240,7
241,7
242,7
243,7
244,7
245,7
246,7
247,7
248,7
249,7
250,7
251,7
252,7
253,7
254,7
255,7
256,7
257,7
258,7
259,7
260,7
261,7
262,7
263,7
264,7
265,7
266,7
267,7
268,7
269,7
270,7
271,7
272,7
273,7
274,7
275,7
276,7
277,7
278,7
279,7
280,6
281,6
282,6
283,6
284,6
285,6
286,6
287,6
288,6
289,6
290,6
291,6
292,6
293,6
294,6
295,6
296,6
297,6
298,6
299,6
300,6
301,6
302,6
303,5
304,5
305,4
306,4
307,4
308,4
309,4
310,4
311,4
312,4
313,4
314,4
315,4
316,4
317,4
318,3
319,3
320,3
321,3
322,3
323,3
324,3
325,6
326,8
327,9
328,9
329,9
330,10
331,12
332,13
333,14
334,14
335,14
336,14
337,14
338,14
339,15
340,18
341,18
342,18
343,19
344,19
345,21
346,22
347,23
348,25
349,26
350,26
351,30
352,31
353,31
354,31
355,31
356,32
357,32
358,32
359,32
360,32
361,32
362,32
363,33
364,33
365,34
366,35
367,36
368,35
369,36
370,36
371,36
372,37
373,38
374,38
375,38
376,38
377,38
378,38
379,38
380,38
381,39
382,39
383,39
384,39
385,39
386,40
387,42
388,43
389,43
390,43
391,42
392,44
393,45
394,46
395,46
396,47
397,47
398,47
399,47
400,47
401,49
402,49
403,49
404,49
405,49
406,51
407,51
408,52
409,52
410,52
411,52
412,52
413,52
414,53
415,53
416,53
417,53
418,53
419,53
420,53
421,54
422,54
423,54
424,55
425,56
426,57
427,57
428,57
429,57
430,57
431,57
432,57
433,58
434,58
435,58
436,58
437,58
438,58
439,60
440,60
441,60
442,60
443,60
444,60
445,60
446,60
447,60
448,60
449,60
450,62
451,62
452,62
453,62
454,62
455,63
456,63
457,64
458,64
459,64
460,64
461,65
462,65
463,67
464,67
465,68
466,69
467,69
468,69
469,69
470,69
471,69
472,69
473,69
474,69
475,69
476,69
477,68
478,68
479,69
480,69
481,70
482,70
483,70
484,69
485,68
486,68
487,68
488,69
489,69
490,68
491,67
492,67
493,66
494,66
495,66
496,65
497,65
498,65
499,63
500,63
501,64
502,64
503,64
504,64
505,64
506,64
507,63
508,63
509,63
510,63
511,63
512,64
513,64
514,64
515,64
516,64
517,64
518,64
519,64
520,63
521,61
522,60
523,60
524,60
525,60
526,60
527,60
528,61
529,63
530,63
531,63
