position,coverage
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,2
26,2
27,2
28,3
29,4
30,4
31,6
32,6
33,7
34,8
35,9
36,11
37,13
38,13
39,14
40,16
41,16
42,17
43,17
44,17
45,17
46,17
47,19
48,19
49,23
50,24
51,24
52,25
53,25
54,25
55,25
56,25
57,25
58,25
59,25
60,29
61,30
62,30
63,30
64,31
65,32
66,32
67,32
68,32
69,32
70,32
71,33
72,33
73,33
74,33
75,33
76,33
77,33
78,33
79,34
80,35
81,35
82,35
83,35
84,35
85,36
86,36
87,36
88,38
89,38
90,38
91,39
92,41
93,41
94,41
95,42
96,42
97,42
98,42
99,42
100,43
101,43
102,43
103,43
104,43
105,43
106,43
107,43
108,44
109,45
110,45
111,45
112,45
113,46
114,47
115,47
116,47
117,47
118,49
119,49
120,49
121,49
122,50
123,50
124,50
125,50
126,50
127,50
128,50
129,50
130,50
131,50
132,50
133,50
134,50
135,50
136,50
137,52
138,52
139,52
140,52
141,53
142,54
143,54
144,55
145,56
146,56
147,57
148,57
149,57
150,58
151,59
152,59
153,60
154,60
155,60
156,60
157,60
158,60
159,60
160,60
161,60
162,61
163,61
164,61
165,61
166,61
167,61
168,61
169,61
170,61
171,61
172,61
173,61
174,61
175,61
176,61
177,61
178,61
179,61
180,61
181,61
182,61
183,61
184,61
185,61
186,61
187,61
188,61
189,61
190,61
191,61
192,61
193,61
194,61
195,61
196,61
197,61
198,61
199,61
200,61
201,61
202,61
203,61
204,61
205,61
206,61
207,61
208,61
209,61
210,61
211,61
212,61
213,61
214,61
215,61
216,61
217,61
218,61
219,61
220,61
221,61
222,61
223,61
224,61
225,61
226,61
227,61
228,61
229,61
230,61
231,61
232,61
233,61
234,61
235,61
236,61
237,61
238,61
239,61
240,61
241,61
242,61
243,61
244,61
245,61
246,61
247,61
248,61
249,61
250,61
251,61
252,61
253,61
254,61
255,61
256,61
257,61
258,61
259,61
260,61
261,61
262,61
263,61
264,61
265,61
266,61
267,61
268,61
269,61
270,61
271,61
272,61
273,61
274,61
275,61
276,61
277,60
278,60
279,60
280,60
281,60
282,60
283,60
284,60
285,60
286,60
287,60
288,60
289,60
290,60
291,60
292,60
293,60
294,60
295,59
296,59
297,59
298,59
299,58
300,58
301,58
302,57
303,57
304,57
305,57
306,57
307,57
308,57
309,57
310,56
311,56
312,56
313,56
314,56
315,56
316,55
317,55
318,55
319,54
320,54
321,54
322,54
323,54
324,59
325,66
326,69
327,72
328,80
329,84
330,89
331,92
332,95
333,100
334,102
335,107
336,112
337,114
338,115
339,118
340,121
341,121
342,125
343,130
344,133
345,140
346,149
347,156
348,160
349,165
350,167
351,170
352,175
353,179
354,183
355,184
356,186
357,193
358,201
359,204
360,212
361,216
362,218
363,220
364,228
365,231
366,236
367,238
368,242
369,245
370,252
371,253
372,259
373,263
374,266
375,269
376,274
377,275
378,275
379,278
380,279
381,283
382,284
383,286
384,288
385,289
386,291
387,296
388,297
389,299
390,300
391,302
392,303
393,304
394,306
395,310
396,310
397,309
398,310
399,313
400,314
401,315
402,317
403,322
404,324
405,326
406,328
407,328
408,329
409,329
410,333
411,334
412,333
413,335
414,334
415,336
416,337
417,339
418,339
419,339
420,339
421,341
422,342
423,342
424,344
425,346
426,345
427,347
428,349
429,352
430,353
431,355
432,355
433,355
434,356
435,359
436,359
437,362
438,365
439,367
440,367
441,367
442,368
443,369
444,371
445,374
446,375
447,376
448,376
449,376
450,376
451,376
452,376
453,378
454,381
455,381
456,381
457,383
458,384
459,384
460,384
461,384
462,384
463,385
464,385
465,385
466,385
467,385
468,385
469,385
470,385
471,385
472,385
473,385
474,385
475,385
476,385
477,385
478,385
479,385
480,385
481,385
482,385
483,385
484,385
485,385
486,385
487,385
488,385
489,385
490,385
491,385
492,385
493,385
494,385
495,385
496,385
497,385
498,385
499,385
500,385
501,385
502,385
503,385
504,385
505,385
506,385
507,385
508,385
509,385
510,385
511,385
512,385
513,385
514,385
515,385
516,385
517,385
518,385
519,385
520,385
521,385
522,385
523,385
524,385
525,385
526,385
527,385
528,385
529,385
530,385
531,385
