position,coverage
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,5
26,10
27,15
28,19
29,24
30,30
31,38
32,44
33,49
34,53
35,57
36,61
37,66
38,68
39,68
40,75
41,79
42,83
43,85
44,86
45,86
46,87
47,92
48,93
49,113
50,113
51,125
52,131
53,135
54,139
55,140
56,144
57,146
58,147
59,147
60,156
61,161
62,161
63,166
64,167
65,174
66,174
67,179
68,185
69,189
70,191
71,195
72,197
73,199
74,205
75,211
76,215
77,219
78,221
79,225
80,230
81,230
82,233
83,234
84,237
85,248
86,250
87,255
88,257
89,257
90,262
91,262
92,265
93,268
94,271
95,273
96,275
97,278
98,280
99,281
100,282
101,283
102,284
103,286
104,292
105,294
106,296
107,298
108,298
109,299
110,300
111,301
112,304
113,306
114,308
115,309
116,309
117,311
118,314
119,320
120,322
121,324
122,325
123,327
124,330
125,332
126,332
127,334
128,336
129,339
130,339
131,343
132,345
133,346
134,349
135,351
136,354
137,355
138,356
139,358
140,359
141,360
142,364
143,365
144,366
145,367
146,371
147,373
148,376
149,378
150,381
151,384
152,387
153,391
154,392
155,393
156,396
157,398
158,398
159,399
160,399
161,400
162,403
163,403
164,405
165,405
166,407
167,410
168,413
169,415
170,415
171,415
172,415
173,417
174,419
175,420
176,420
177,420
178,417
179,416
180,410
181,408
182,408
183,410
184,413
185,413
186,411
187,410
188,407
189,410
190,411
191,408
192,409
193,408
194,409
195,409
196,410
197,413
198,413
199,414
200,416
201,416
202,412
203,410
204,408
205,406
206,405
207,405
208,405
209,407
210,407
211,409
212,409
213,409
214,409
215,408
216,409
217,408
218,408
219,406
220,404
221,407
222,406
223,407
224,408
225,408
226,405
227,403
228,402
229,400
230,400
231,397
232,398
233,401
234,406
235,407
236,405
237,408
238,407
239,408
240,409
241,410
242,408
243,409
244,411
245,412
246,412
247,415
248,415
249,415
250,415
251,415
252,418
253,419
254,420
255,420
256,421
257,424
258,423
259,423
260,422
261,423
262,426
263,423
264,425
265,428
266,429
267,431
268,431
269,435
270,435
271,435
272,437
273,435
274,437
275,441
276,444
277,443
278,443
279,441
280,435
281,432
282,428
283,427
284,425
285,424
286,423
287,420
288,420
289,418
290,417
291,413
292,412
293,410
294,410
295,408
296,407
297,407
298,402
299,402
300,399
301,397
302,394
303,392
304,391
305,389
306,386
307,382
308,378
309,377
310,377
311,376
312,374
313,371
314,369
315,365
316,365
317,365
318,363
319,362
320,359
321,358
322,356
323,351
324,368
325,378
326,388
327,403
328,417
329,426
330,434
331,441
332,453
333,466
334,474
335,479
336,479
337,482
338,483
339,491
340,501
341,507
342,514
343,526
344,535
345,542
346,547
347,553
348,558
349,571
350,582
351,587
352,598
353,599
354,604
355,612
356,616
357,618
358,625
359,628
360,629
361,633
362,648
363,657
364,662
365,667
366,673
367,680
368,687
369,698
370,707
371,713
372,717
373,717
374,727
375,729
376,736
377,739
378,742
379,747
380,751
381,761
382,772
383,778
384,783
385,792
386,801
387,814
388,819
389,820
390,830
391,833
392,844
393,847
394,856
395,865
396,875
397,875
398,867
399,866
400,874
401,881
402,887
403,888
404,887
405,884
406,889
407,891
408,894
409,899
410,905
411,913
412,914
413,913
414,914
415,913
416,911
417,915
418,927
419,928
420,928
421,933
422,938
423,936
424,940
425,939
426,941
427,939
428,942
429,948
430,954
431,959
432,964
433,971
434,979
435,988
436,992
437,994
438,999
439,1004
440,1015
441,1021
442,1023
443,1031
444,1037
445,1046
446,1047
447,1049
448,1054
449,1060
450,1063
451,1069
452,1074
453,1083
454,1084
455,1089
456,1095
457,1099
458,1104
459,1111
460,1118
461,1121
462,1123
463,1128
464,1132
465,1134
466,1138
467,1140
468,1145
469,1149
470,1153
471,1158
472,1163
473,1168
474,1176
475,1167
476,1163
477,1161
478,1161
479,1158
480,1155
481,1154
482,1153
483,1153
484,1153
485,1154
486,1155
487,1154
488,1156
489,1155
490,1150
491,1145
492,1141
493,1140
494,1134
495,1139
496,1135
497,1132
498,1130
499,1130
500,1132
501,1134
502,1133
503,1129
504,1133
505,1132
506,1132
507,1134
508,1134
509,1136
510,1138
511,1141
512,1139
513,1142
