position,coverage
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,10
325,19
326,29
327,35
328,45
329,50
330,62
331,71
332,78
333,88
334,98
335,108
336,116
337,121
338,128
339,139
340,147
341,151
342,157
343,163
344,166
345,170
346,181
347,191
348,196
349,200
350,203
351,210
352,211
353,220
354,226
355,232
356,242
357,245
358,249
359,252
360,254
361,258
362,263
363,268
364,270
365,277
366,282
367,286
368,293
369,297
370,299
371,301
372,307
373,315
374,319
375,324
376,329
377,332
378,341
379,341
380,345
381,346
382,351
383,361
384,364
385,369
386,373
387,379
388,386
389,391
390,394
391,397
392,403
393,408
394,410
395,414
396,415
397,419
398,419
399,422
400,425
401,426
402,428
403,433
404,436
405,438
406,438
407,440
408,443
409,445
410,448
411,450
412,455
413,456
414,460
415,463
416,466
417,470
418,474
419,477
420,477
421,481
422,483
423,484
424,486
425,489
426,490
427,493
428,495
429,498
430,498
431,499
432,499
433,504
434,507
435,508
436,512
437,514
438,516
439,519
440,521
441,524
442,524
443,525
444,528
445,531
446,534
447,536
448,538
449,539
450,539
451,540
452,541
453,543
454,544
455,546
456,546
457,546
458,548
459,548
460,550
461,551
462,553
463,555
464,557
465,557
466,559
467,560
468,560
469,560
470,560
471,560
472,560
473,560
474,560
475,560
476,560
477,560
478,560
479,560
480,560
481,560
482,560
483,560
484,560
485,560
486,560
487,560
488,560
489,560
490,560
491,560
492,560
493,560
494,560
495,560
496,560
497,560
498,560
499,560
500,560
501,560
502,560
503,560
504,560
505,560
506,560
507,560
508,560
509,560
510,560
511,560
512,560
513,560
514,560
515,560
516,560
517,560
518,560
519,560
520,560
521,560
522,560
523,560
524,560
525,560
526,560
527,560
528,560
529,560
530,560
531,560
