position,coverage
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,1
26,3
27,4
28,4
29,4
30,5
31,5
32,7
33,7
34,8
35,11
36,13
37,13
38,14
39,14
40,15
41,16
42,16
43,16
44,16
45,16
46,17
47,19
48,21
49,23
50,24
51,25
52,25
53,26
54,27
55,28
56,28
57,28
58,28
59,28
60,32
61,33
62,33
63,33
64,33
65,35
66,36
67,39
68,39
69,40
70,42
71,42
72,42
73,42
74,43
75,43
76,43
77,43
78,43
79,44
80,44
81,44
82,45
83,45
84,45
85,47
86,47
87,47
88,48
89,48
90,49
91,49
92,49
93,49
94,50
95,51
96,51
97,51
98,51
99,51
100,51
101,51
102,51
103,51
104,53
105,54
106,54
107,56
108,56
109,56
110,56
111,56
112,56
113,57
114,57
115,57
116,57
117,57
118,57
119,57
120,57
121,57
122,57
123,57
124,58
125,58
126,58
127,58
128,58
129,58
130,59
131,59
132,59
133,59
134,60
135,61
136,61
137,61
138,61
139,62
140,62
141,62
142,62
143,62
144,62
145,62
146,62
147,62
148,63
149,63
150,63
151,63
152,63
153,64
154,64
155,64
156,64
157,64
158,64
159,64
160,64
161,64
162,64
163,64
164,64
165,64
166,64
167,64
168,64
169,64
170,65
171,65
172,65
173,65
174,66
175,66
176,66
177,66
178,66
179,66
180,66
181,66
182,66
183,66
184,66
185,66
186,66
187,66
188,66
189,66
190,66
191,66
192,66
193,66
194,66
195,66
196,66
197,66
198,66
199,66
200,66
201,66
202,66
203,66
204,66
205,66
206,66
207,66
208,66
209,66
210,66
211,66
212,66
213,66
214,66
215,66
216,66
217,66
218,66
219,66
220,66
221,66
222,66
223,66
224,66
225,66
226,66
227,66
228,66
229,66
230,66
231,66
232,66
233,66
234,66
235,66
236,66
237,66
238,66
239,66
240,66
241,66
242,66
243,66
244,66
245,66
246,66
247,66
248,66
249,66
250,66
251,66
252,66
253,66
254,66
255,66
256,66
257,66
258,66
259,66
260,66
261,66
262,66
263,66
264,66
265,66
266,66
267,66
268,66
269,66
270,66
271,66
272,66
273,66
274,66
275,66
276,66
277,66
278,66
279,66
280,66
281,66
282,65
283,65
284,65
285,65
286,65
287,65
288,65
289,65
290,65
291,65
292,64
293,64
294,64
295,64
296,64
297,64
298,64
299,64
300,64
301,64
302,64
303,64
304,64
305,64
306,64
307,63
308,63
309,63
310,63
311,63
312,63
313,63
314,63
315,62
316,62
317,62
318,62
319,62
320,62
321,62
322,62
323,63
324,69
325,77
326,85
327,90
328,99
329,108
330,119
331,125
332,132
333,139
334,147
335,154
336,157
337,162
338,171
339,177
340,180
341,189
342,192
343,199
344,200
345,204
346,215
347,219
348,226
349,229
350,235
351,239
352,242
353,244
354,249
355,258
356,264
357,271
358,275
359,282
360,287
361,292
362,292
363,298
364,302
365,307
366,317
367,320
368,323
369,324
370,328
371,331
372,337
373,343
374,348
375,351
376,356
377,355
378,357
379,359
380,363
381,368
382,371
383,370
384,372
385,377
386,383
387,387
388,393
389,400
390,402
391,408
392,410
393,415
394,421
395,423
396,429
397,434
398,434
399,437
400,442
401,445
402,448
403,453
404,453
405,452
406,456
407,457
408,460
409,462
410,466
411,473
412,475
413,477
414,478
415,482
416,484
417,486
418,488
419,489
420,495
421,494
422,496
423,499
424,501
425,504
426,503
427,503
428,504
429,508
430,508
431,510
432,510
433,511
434,514
435,518
436,525
437,529
438,530
439,531
440,534
441,534
442,537
443,538
444,538
445,541
446,541
447,543
448,547
449,549
450,550
451,550
452,553
453,553
454,553
455,555
456,556
457,558
458,559
459,561
460,562
461,562
462,564
463,565
464,565
465,565
466,566
467,566
468,566
469,568
470,569
471,569
472,569
473,569
474,569
475,569
476,569
477,569
478,569
479,569
480,569
481,569
482,569
483,569
484,569
485,569
486,569
487,569
488,569
489,569
490,569
491,569
492,569
493,569
494,569
495,569
496,569
497,569
498,569
499,569
500,569
501,569
502,569
503,569
504,569
505,569
506,569
507,569
508,569
509,569
510,569
511,569
512,569
513,569
514,569
515,569
516,569
517,569
518,569
519,569
520,569
521,569
522,569
523,569
524,569
525,569
526,569
527,569
528,569
529,569
530,569
531,569
