position,coverage
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,3
26,4
27,6
28,7
29,8
30,9
31,9
32,9
33,9
34,10
35,11
36,12
37,17
38,18
39,18
40,19
41,19
42,22
43,22
44,22
45,24
46,24
47,24
48,24
49,30
50,31
51,33
52,37
53,39
54,40
55,41
56,41
57,41
58,42
59,45
60,47
61,47
62,47
63,47
64,47
65,47
66,50
67,50
68,50
69,51
70,51
71,53
72,54
73,57
74,60
75,61
76,62
77,63
78,64
79,64
80,64
81,65
82,65
83,66
84,68
85,69
86,70
87,71
88,72
89,72
90,73
91,74
92,75
93,75
94,77
95,79
96,79
97,79
98,81
99,82
100,82
101,83
102,84
103,84
104,86
105,87
106,88
107,89
108,93
109,93
110,93
111,93
112,95
113,97
114,97
115,98
116,98
117,99
118,100
119,100
120,102
121,103
122,104
123,104
124,104
125,104
126,106
127,106
128,107
129,107
130,109
131,111
132,111
133,112
134,113
135,113
136,113
137,113
138,113
139,113
140,114
141,114
142,114
143,114
144,114
145,115
146,116
147,116
148,119
149,119
150,120
151,122
152,122
153,123
154,123
155,123
156,123
157,124
158,126
159,126
160,128
161,129
162,130
163,131
164,132
165,132
166,132
167,132
168,133
169,133
170,133
171,134
172,134
173,135
174,136
175,136
176,136
177,136
178,135
179,136
180,137
181,138
182,138
183,140
184,140
185,140
186,140
187,140
188,140
189,139
190,139
191,138
192,138
193,136
194,137
195,136
196,135
197,135
198,135
199,135
200,134
201,135
202,135
203,133
204,132
205,132
206,132
207,132
208,132
209,131
210,132
211,133
212,134
213,135
214,135
215,136
216,135
217,135
218,135
219,135
220,134
221,134
222,135
223,135
224,134
225,134
226,134
227,135
228,135
229,137
230,138
231,138
232,138
233,139
234,141
235,140
236,139
237,139
238,140
239,140
240,139
241,139
242,139
243,139
244,140
245,140
246,140
247,140
248,140
249,138
250,136
251,137
252,136
253,134
254,132
255,131
256,129
257,129
258,129
259,127
260,129
261,128
262,128
263,129
264,130
265,131
266,133
267,134
268,134
269,133
270,133
271,133
272,133
273,133
274,132
275,132
276,131
277,132
278,132
279,131
280,130
281,130
282,130
283,129
284,128
285,127
286,126
287,126
288,126
289,126
290,125
291,125
292,125
293,125
294,125
295,124
296,124
297,123
298,123
299,123
300,121
301,121
302,121
303,121
304,121
305,121
306,121
307,121
308,121
309,121
310,120
311,120
312,119
313,119
314,118
315,118
316,118
317,117
318,117
319,117
320,114
321,114
322,112
323,112
324,134
325,151
326,161
327,175
328,190
329,211
330,226
331,238
332,250
333,264
334,274
335,293
336,311
337,325
338,335
339,348
340,359
341,376
342,383
343,391
344,402
345,410
346,420
347,430
348,437
349,448
350,460
351,468
352,483
353,497
354,514
355,523
356,533
357,540
358,552
359,566
360,579
361,591
362,604
363,612
364,620
365,627
366,642
367,650
368,660
369,666
370,677
371,683
372,691
373,704
374,714
375,720
376,728
377,731
378,745
379,755
380,766
381,772
382,784
383,791
384,800
385,811
386,821
387,835
388,843
389,848
390,854
391,864
392,871
393,878
394,890
395,901
396,911
397,917
398,919
399,922
400,923
401,927
402,937
403,942
404,946
405,950
406,955
407,966
408,970
409,973
410,976
411,984
412,991
413,994
414,1001
415,1001
416,1011
417,1019
418,1022
419,1034
420,1043
421,1054
422,1067
423,1072
424,1078
425,1085
426,1096
427,1099
428,1107
429,1117
430,1120
431,1127
432,1135
433,1140
434,1146
435,1153
436,1161
437,1171
438,1177
439,1179
440,1190
441,1196
442,1202
443,1203
444,1206
445,1212
446,1213
447,1220
448,1227
449,1237
450,1242
451,1248
452,1251
453,1254
454,1259
455,1265
456,1273
457,1277
458,1282
459,1285
460,1292
461,1300
462,1302
463,1305
464,1311
465,1319
466,1324
467,1327
468,1333
469,1341
470,1346
471,1352
472,1360
473,1364
474,1368
475,1360
476,1356
477,1363
478,1363
479,1355
480,1345
481,1339
482,1332
483,1334
484,1328
485,1328
486,1322
487,1313
488,1315
489,1317
490,1311
491,1314
492,1310
493,1307
494,1305
495,1300
496,1302
497,1299
498,1300
499,1304
500,1300
501,1298
502,1296
503,1288
504,1282
505,1277
506,1279
507,1278
508,1282
