position,coverage
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,1
26,2
27,2
28,2
29,3
30,4
31,6
32,9
33,10
34,12
35,16
36,17
37,20
38,22
39,23
40,23
41,25
42,26
43,26
44,28
45,29
46,29
47,30
48,30
49,33
50,35
51,39
52,43
53,43
54,43
55,43
56,44
57,45
58,45
59,46
60,50
61,50
62,50
63,53
64,54
65,57
66,58
67,60
68,60
69,62
70,63
71,64
72,65
73,65
74,68
75,70
76,70
77,72
78,72
79,73
80,74
81,75
82,75
83,77
84,78
85,79
86,79
87,79
88,80
89,81
90,81
91,81
92,82
93,82
94,82
95,82
96,82
97,83
98,83
99,84
100,86
101,87
102,87
103,87
104,87
105,87
106,87
107,87
108,87
109,87
110,89
111,89
112,89
113,89
114,91
115,91
116,92
117,93
118,93
119,93
120,93
121,93
122,93
123,93
124,93
125,94
126,96
127,96
128,96
129,97
130,97
131,99
132,101
133,103
134,103
135,103
136,104
137,105
138,105
139,105
140,105
141,105
142,106
143,106
144,106
145,106
146,106
147,106
148,107
149,107
150,107
151,107
152,107
153,107
154,107
155,107
156,107
157,107
158,107
159,107
160,107
161,107
162,107
163,107
164,107
165,107
166,107
167,107
168,107
169,107
170,107
171,107
172,107
173,107
174,107
175,107
176,107
177,107
178,107
179,107
180,107
181,107
182,107
183,107
184,107
185,107
186,107
187,107
188,107
189,107
190,107
191,107
192,107
193,107
194,107
195,107
196,107
197,107
198,107
199,107
200,107
201,107
202,107
203,107
204,107
205,107
206,107
207,107
208,107
209,107
210,107
211,107
212,107
213,107
214,107
215,107
216,107
217,107
218,107
219,107
220,107
221,107
222,107
223,107
224,107
225,107
226,107
227,107
228,107
229,107
230,107
231,107
232,107
233,107
234,107
235,107
236,107
237,107
238,107
239,107
240,107
241,107
242,107
243,107
244,107
245,107
246,107
247,107
248,107
249,107
250,107
251,107
252,107
253,107
254,107
255,107
256,107
257,107
258,107
259,107
260,107
261,107
262,107
263,107
264,107
265,107
266,107
267,107
268,107
269,107
270,107
271,107
272,107
273,107
274,107
275,107
276,107
277,107
278,107
279,107
280,107
281,107
282,107
283,107
284,107
285,107
286,107
287,106
288,106
289,106
290,106
291,106
292,105
293,105
294,105
295,105
296,105
297,105
298,105
299,105
300,105
301,105
302,104
303,104
304,104
305,102
306,102
307,102
308,102
309,101
310,101
311,101
312,101
313,101
314,101
315,101
316,101
317,101
318,101
319,100
320,98
321,97
322,95
323,95
324,105
325,114
326,119
327,126
328,132
329,140
330,145
331,151
332,156
333,160
334,172
335,175
336,179
337,187
338,190
339,193
340,201
341,204
342,210
343,215
344,222
345,228
346,234
347,237
348,245
349,252
350,255
351,263
352,269
353,269
354,276
355,278
356,282
357,285
358,288
359,294
360,297
361,303
362,311
363,317
364,325
365,329
366,331
367,333
368,339
369,341
370,345
371,351
372,354
373,360
374,361
375,365
376,370
377,372
378,379
379,382
380,396
381,398
382,405
383,411
384,409
385,414
386,414
387,420
388,420
389,426
390,429
391,431
392,434
393,437
394,442
395,444
396,444
397,451
398,454
399,454
400,455
401,459
402,463
403,467
404,470
405,471
406,472
407,472
408,475
409,476
410,477
411,478
412,482
413,482
414,484
415,482
416,482
417,484
418,485
419,487
420,489
421,491
422,493
423,493
424,497
425,498
426,497
427,497
428,500
429,503
430,508
431,509
432,511
433,515
434,517
435,518
436,520
437,523
438,525
439,529
440,529
441,530
442,532
443,535
444,536
445,537
446,540
447,540
448,540
449,540
450,543
451,545
452,546
453,546
454,547
455,548
456,551
457,552
458,553
459,554
460,554
461,554
462,554
463,555
464,556
465,556
466,556
467,557
468,559
469,561
470,561
471,561
472,561
473,561
474,561
475,561
476,561
477,561
478,561
479,561
480,561
481,561
482,561
483,561
484,561
485,561
486,561
487,561
488,561
489,561
490,561
491,561
492,561
493,561
494,561
495,561
496,561
497,561
498,561
499,561
500,561
501,561
502,561
503,561
504,561
505,561
506,561
507,561
508,561
509,561
510,561
511,561
512,561
513,561
514,561
515,561
516,561
517,561
518,561
519,561
520,561
521,561
522,561
523,561
524,561
525,561
526,561
527,561
528,561
529,561
530,561
531,561
