position,coverage
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,2
75,2
76,2
77,2
78,2
79,2
80,2
81,3
82,3
83,3
84,3
85,3
86,3
87,3
88,3
89,4
90,4
91,4
92,4
93,4
94,4
95,4
96,4
97,4
98,4
99,4
100,4
101,4
102,4
103,4
104,4
105,4
106,4
107,4
108,4
109,4
110,4
111,4
112,4
113,5
114,5
115,5
116,5
117,5
118,5
119,5
120,5
121,5
122,5
123,5
124,5
125,5
126,5
127,5
128,5
129,5
130,5
131,5
132,5
133,5
134,5
135,5
136,5
137,5
138,5
139,5
140,5
141,5
142,5
143,5
144,5
145,5
146,5
147,5
148,5
149,5
150,5
151,5
152,5
153,5
154,5
155,5
156,5
157,5
158,5
159,5
160,5
161,5
162,5
163,5
164,5
165,5
166,5
167,5
168,5
169,5
170,5
171,5
172,5
173,5
174,5
175,5
176,5
177,5
178,5
179,5
180,5
181,5
182,5
183,5
184,5
185,5
186,5
187,5
188,5
189,5
190,5
191,5
192,5
193,5
194,5
195,5
196,5
197,5
198,5
199,5
200,5
201,5
202,5
203,5
204,5
205,5
206,5
207,5
208,5
209,5
210,5
211,5
212,5
213,5
214,5
215,5
216,5
217,5
218,5
219,5
220,5
221,5
222,5
223,5
224,5
225,5
226,5
227,5
228,5
229,5
230,5
231,5
232,5
233,5
234,5
235,5
236,5
237,5
238,5
239,5
240,5
241,5
242,5
243,5
244,5
245,5
246,5
247,5
248,5
249,5
250,5
251,5
252,5
253,5
254,5
255,5
256,5
257,5
258,5
259,5
260,5
261,5
262,5
263,5
264,5
265,5
266,5
267,5
268,5
269,5
270,5
271,5
272,5
273,5
274,5
275,5
276,5
277,5
278,5
279,5
280,5
281,5
282,5
283,5
284,5
285,5
286,5
287,5
288,5
289,5
290,5
291,5
292,5
293,5
294,5
295,5
296,5
297,5
298,5
299,5
300,5
301,5
302,5
303,5
304,5
305,5
306,5
307,5
308,5
309,5
310,5
311,5
312,5
313,5
314,5
315,5
316,5
317,5
318,5
319,5
320,5
321,5
322,5
323,5
324,6
325,6
326,6
327,6
328,6
329,7
330,7
331,7
332,8
333,9
334,9
335,11
336,11
337,11
338,11
339,12
340,12
341,13
342,14
343,14
344,14
345,14
346,14
347,14
348,15
349,15
350,15
351,16
352,17
353,17
354,17
355,18
356,19
357,19
358,19
359,19
360,19
361,19
362,19
363,19
364,20
365,19
366,19
367,19
368,19
369,19
370,20
371,20
372,20
373,20
374,22
375,22
376,22
377,22
378,23
379,22
380,22
381,22
382,22
383,22
384,23
385,23
386,23
387,24
388,25
389,25
390,25
391,25
392,25
393,25
394,26
395,26
396,27
397,27
398,27
399,26
400,26
401,26
402,26
403,26
404,25
405,25
406,26
407,26
408,26
409,26
410,26
411,26
412,26
413,26
414,26
415,27
416,27
417,27
418,27
419,27
420,27
421,27
422,27
423,27
424,28
425,28
426,27
427,27
428,27
429,27
430,27
431,27
432,27
433,27
434,28
435,28
436,28
437,28
438,28
439,28
440,28
441,28
442,28
443,28
444,28
445,28
446,28
447,28
448,28
449,28
450,28
451,28
452,28
453,28
454,28
455,28
456,28
457,28
458,28
459,28
460,28
461,28
462,28
463,28
464,28
465,28
466,28
467,28
468,28
469,28
470,28
471,28
472,28
473,28
474,28
475,28
476,28
477,28
478,28
479,28
480,28
481,28
482,28
483,28
484,28
485,28
486,28
487,28
488,28
489,28
490,28
491,28
492,28
493,28
494,28
495,28
496,28
497,28
498,28
499,28
500,28
501,28
502,28
503,28
504,28
505,28
506,28
507,28
508,28
509,28
510,28
511,28
512,28
513,28
514,28
515,28
516,28
517,28
518,28
519,28
520,28
521,28
522,28
523,28
524,28
525,28
526,28
527,28
528,28
529,28
530,28
531,28
