position,coverage
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,1
27,6
28,8
29,10
30,13
31,18
32,19
33,24
34,26
35,27
36,29
37,31
38,33
39,33
40,37
41,37
42,40
43,40
44,41
45,41
46,42
47,44
48,45
49,49
50,50
51,55
52,56
53,59
54,60
55,62
56,62
57,63
58,63
59,66
60,69
61,71
62,71
63,72
64,72
65,76
66,76
67,81
68,81
69,82
70,84
71,84
72,85
73,86
74,87
75,87
76,88
77,88
78,89
79,89
80,90
81,90
82,90
83,93
84,96
85,100
86,100
87,100
88,101
89,101
90,103
91,103
92,104
93,105
94,105
95,107
96,110
97,110
98,113
99,115
100,118
101,118
102,118
103,119
104,121
105,122
106,123
107,125
108,125
109,125
110,125
111,126
112,129
113,130
114,130
115,130
116,131
117,132
118,133
119,135
120,135
121,135
122,136
123,137
124,138
125,139
126,139
127,141
128,142
129,143
130,144
131,146
132,148
133,150
134,152
135,154
136,155
137,156
138,158
139,158
140,159
141,160
142,161
143,161
144,161
145,162
146,163
147,165
148,165
149,169
150,169
151,170
152,171
153,172
154,172
155,174
156,175
157,176
158,178
159,178
160,178
161,179
162,180
163,180
164,181
165,181
166,182
167,183
168,186
169,186
170,186
171,186
172,186
173,187
174,187
175,189
176,189
177,190
178,188
179,188
180,186
181,186
182,182
183,183
184,182
185,182
186,181
187,179
188,179
189,181
190,181
191,177
192,178
193,176
194,176
195,177
196,179
197,180
198,179
199,177
200,175
201,176
202,174
203,173
204,170
205,169
206,171
207,170
208,171
209,171
210,170
211,169
212,167
213,166
214,166
215,167
216,166
217,165
218,166
219,165
220,167
221,167
222,171
223,171
224,172
225,172
226,171
227,172
228,170
229,170
230,174
231,175
232,176
233,177
234,176
235,176
236,176
237,176
238,176
239,175
240,176
241,177
242,177
243,177
244,176
245,176
246,175
247,176
248,179
249,181
250,179
251,180
252,179
253,180
254,180
255,179
256,179
257,180
258,180
259,182
260,182
261,182
262,182
263,180
264,180
265,179
266,179
267,179
268,179
269,182
270,181
271,180
272,180
273,183
274,184
275,184
276,185
277,185
278,187
279,189
280,189
281,189
282,188
283,187
284,185
285,185
286,185
287,183
288,183
289,182
290,182
291,182
292,182
293,182
294,181
295,180
296,179
297,178
298,177
299,177
300,175
301,173
302,173
303,172
304,172
305,172
306,172
307,168
308,168
309,167
310,166
311,166
312,166
313,164
314,163
315,161
316,161
317,160
318,159
319,159
320,158
321,157
322,157
323,157
324,168
325,184
326,191
327,207
328,213
329,227
330,243
331,256
332,269
333,286
334,288
335,298
336,303
337,309
338,319
339,337
340,344
341,357
342,363
343,369
344,375
345,383
346,388
347,398
348,401
349,406
350,416
351,427
352,437
353,444
354,452
355,466
356,475
357,484
358,492
359,499
360,501
361,508
362,518
363,523
364,531
365,540
366,547
367,559
368,574
369,583
370,594
371,601
372,611
373,612
374,616
375,625
376,631
377,634
378,640
379,646
380,653
381,658
382,671
383,679
384,681
385,690
386,697
387,704
388,711
389,718
390,729
391,733
392,741
393,748
394,756
395,764
396,775
397,781
398,785
399,789
400,796
401,801
402,814
403,826
404,833
405,835
406,836
407,845
408,847
409,851
410,855
411,864
412,866
413,876
414,878
415,883
416,886
417,893
418,903
419,902
420,906
421,909
422,918
423,922
424,922
425,926
426,932
427,934
428,938
429,936
430,939
431,946
432,955
433,964
434,972
435,980
436,987
437,990
438,997
439,1001
440,1005
441,1010
442,1015
443,1021
444,1022
445,1030
446,1034
447,1040
448,1046
449,1050
450,1058
451,1064
452,1068
453,1073
454,1077
455,1081
456,1083
457,1085
458,1086
459,1088
460,1092
461,1100
462,1106
463,1108
464,1113
465,1119
466,1124
467,1127
468,1131
469,1133
470,1138
471,1146
472,1149
473,1151
474,1156
475,1156
476,1143
477,1145
478,1147
479,1145
480,1137
481,1135
482,1137
483,1133
484,1127
485,1128
486,1122
487,1122
488,1125
489,1128
490,1120
491,1119
492,1119
493,1121
494,1124
495,1126
496,1121
497,1121
498,1122
499,1119
500,1121
501,1122
502,1120
503,1117
504,1113
505,1115
506,1114
507,1112
508,1106
509,1107
510,1105
511,1102
512,1099
513,1098
