position,coverage
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,1
26,2
27,5
28,7
29,9
30,13
31,18
32,22
33,22
34,22
35,22
36,25
37,28
38,29
39,30
40,34
41,35
42,37
43,39
44,40
45,43
46,44
47,45
48,46
49,60
50,64
51,66
52,69
53,70
54,71
55,72
56,73
57,73
58,76
59,78
60,79
61,79
62,79
63,82
64,83
65,83
66,84
67,85
68,86
69,88
70,89
71,89
72,90
73,90
74,91
75,93
76,94
77,96
78,97
79,98
80,99
81,99
82,99
83,99
84,101
85,103
86,103
87,103
88,104
89,106
90,107
91,108
92,111
93,114
94,114
95,117
96,117
97,117
98,119
99,120
100,120
101,120
102,121
103,122
104,122
105,122
106,124
107,124
108,125
109,125
110,126
111,127
112,127
113,128
114,130
115,131
116,132
117,133
118,134
119,135
120,136
121,137
122,138
123,138
124,138
125,140
126,140
127,142
128,143
129,146
130,147
131,148
132,149
133,149
134,150
135,150
136,150
137,150
138,151
139,152
140,152
141,152
142,152
143,152
144,153
145,153
146,154
147,154
148,155
149,155
150,155
151,156
152,156
153,156
154,156
155,157
156,157
157,157
158,157
159,157
160,157
161,157
162,157
163,157
164,157
165,158
166,158
167,158
168,159
169,159
170,159
171,159
172,161
173,161
174,161
175,161
176,161
177,162
178,162
179,162
180,162
181,162
182,162
183,162
184,162
185,162
186,162
187,162
188,162
189,162
190,162
191,162
192,162
193,162
194,162
195,162
196,162
197,162
198,162
199,162
200,162
201,162
202,162
203,162
204,162
205,162
206,162
207,162
208,162
209,162
210,162
211,162
212,162
213,162
214,162
215,162
216,162
217,162
218,162
219,162
220,162
221,162
222,162
223,162
224,162
225,162
226,162
227,162
228,162
229,162
230,162
231,162
232,162
233,162
234,162
235,162
236,162
237,162
238,162
239,162
240,162
241,162
242,162
243,162
244,162
245,162
246,162
247,162
248,162
249,162
250,162
251,162
252,162
253,162
254,162
255,162
256,162
257,162
258,162
259,162
260,162
261,162
262,162
263,162
264,162
265,162
266,162
267,162
268,162
269,162
270,162
271,162
272,162
273,162
274,162
275,162
276,162
277,162
278,162
279,162
280,162
281,162
282,162
283,162
284,162
285,162
286,162
287,162
288,162
289,162
290,162
291,162
292,161
293,160
294,160
295,160
296,160
297,159
298,159
299,159
300,159
301,159
302,159
303,159
304,158
305,158
306,158
307,158
308,158
309,158
310,158
311,157
312,157
313,155
314,155
315,155
316,154
317,153
318,153
319,152
320,152
321,152
322,151
323,149
324,156
325,161
326,164
327,172
328,182
329,189
330,198
331,201
332,208
333,212
334,226
335,235
336,240
337,248
338,258
339,268
340,279
341,285
342,292
343,298
344,303
345,311
346,317
347,320
348,326
349,334
350,340
351,345
352,352
353,358
354,363
355,365
356,367
357,371
358,379
359,384
360,390
361,396
362,403
363,409
364,420
365,423
366,431
367,435
368,440
369,443
370,456
371,465
372,471
373,474
374,480
375,483
376,487
377,489
378,490
379,491
380,499
381,499
382,498
383,500
384,505
385,510
386,508
387,516
388,517
389,522
390,524
391,527
392,531
393,538
394,540
395,542
396,541
397,544
398,546
399,546
400,549
401,549
402,554
403,557
404,561
405,562
406,559
407,563
408,561
409,563
410,570
411,576
412,582
413,585
414,585
415,591
416,591
417,595
418,594
419,597
420,601
421,597
422,599
423,601
424,604
425,605
426,599
427,596
428,596
429,596
430,596
431,598
432,600
433,601
434,602
435,606
436,611
437,612
438,613
439,614
440,615
441,618
442,619
443,619
444,619
445,622
446,623
447,624
448,626
449,627
450,628
451,628
452,630
453,630
454,631
455,631
456,633
457,633
458,634
459,634
460,634
461,634
462,634
463,637
464,638
465,638
466,638
467,638
468,638
469,638
470,638
471,639
472,639
473,639
474,639
475,639
476,639
477,639
478,639
479,639
480,639
481,639
482,639
483,639
484,639
485,639
486,639
487,639
488,639
489,639
490,639
491,639
492,639
493,639
494,639
495,639
496,639
497,639
498,639
499,639
500,639
501,639
502,639
503,639
504,639
505,639
506,639
507,639
508,639
509,639
510,639
511,639
512,639
513,639
514,639
515,639
516,639
517,639
518,639
519,639
520,639
521,639
522,639
523,639
524,639
525,639
526,639
527,639
528,639
529,639
530,639
531,639
